device_id,device_type,manufacturer,model,ward,ward_criticality,patient_impact,criticality,serial_number,purchase_date,last_maintenance,next_maintenance,network_segment,ip_address
D0155,Defibrillator,Philips,DEF-432,CARDIOLOGY,1.2,LIFE_SUPPORT,High,PH32527,2024-08-27,2025-12-07,2026-05-30,CRITICAL_CARE,10.112.217.28
D0156,Defibrillator,Zoll,DEF-546,CARDIOLOGY,1.2,LIFE_SUPPORT,High,ZO87184,2023-09-03,2025-11-28,2026-07-26,CRITICAL_CARE,10.191.87.57
D0157,Defibrillator,Physio-Control,DEF-897,CARDIOLOGY,1.2,LIFE_SUPPORT,High,PH32037,2020-09-21,2026-02-08,2026-09-20,CRITICAL_CARE,10.131.50.232
D0158,Defibrillator,Physio-Control,DEF-459,GENERAL_WARD,1.0,LIFE_SUPPORT,High,PH94599,2021-04-04,2026-01-31,2026-07-12,GENERAL,10.51.45.155
D0159,Defibrillator,Zoll,DEF-878,GENERAL_WARD,1.0,LIFE_SUPPORT,High,ZO95918,2020-03-25,2025-11-03,2026-09-03,GENERAL,10.194.145.195
D0160,Defibrillator,Cardiac Science,DEF-797,GENERAL_WARD,1.0,LIFE_SUPPORT,High,CA83989,2024-06-28,2025-12-19,2026-06-15,GENERAL,10.113.18.121
D0161,Dialysis Machine,NxStage,DIA-572,ICU,1.5,LIFE_SUPPORT,High,NX69233,2020-01-12,2025-12-26,2026-05-27,CRITICAL_CARE,10.166.222.251
D0162,Dialysis Machine,Fresenius,DIA-729,ICU,1.5,LIFE_SUPPORT,High,FR87867,2024-07-15,2025-10-12,2026-09-26,CRITICAL_CARE,10.245.203.190
D0163,Dialysis Machine,Fresenius,DIA-560,ICU,1.5,LIFE_SUPPORT,High,FR84928,2021-06-20,2025-11-08,2026-09-13,CRITICAL_CARE,10.39.246.16
D0164,Dialysis Machine,B.Braun,DIA-205,ICU,1.5,LIFE_SUPPORT,High,B.55015,2020-09-21,2026-01-24,2026-05-18,CRITICAL_CARE,10.64.182.113
D0165,Dialysis Machine,B.Braun,DIA-636,ICU,1.5,LIFE_SUPPORT,High,B.78517,2024-03-12,2025-12-04,2026-07-19,CRITICAL_CARE,10.100.105.199
D0166,Dialysis Machine,NxStage,DIA-795,ICU,1.5,LIFE_SUPPORT,High,NX88366,2020-11-21,2025-12-14,2026-05-24,CRITICAL_CARE,10.85.25.143
D0167,Dialysis Machine,B.Braun,DIA-390,ICU,1.5,LIFE_SUPPORT,High,B.43029,2024-03-11,2026-02-17,2026-10-04,CRITICAL_CARE,10.170.37.235
D0168,Dialysis Machine,NxStage,DIA-417,ICU,1.5,LIFE_SUPPORT,High,NX95990,2023-03-20,2026-02-16,2026-07-26,CRITICAL_CARE,10.144.97.165
D0169,Dialysis Machine,NxStage,DIA-932,ICU,1.5,LIFE_SUPPORT,High,NX26750,2024-02-21,2025-11-21,2026-09-15,CRITICAL_CARE,10.93.5.93
D0170,Dialysis Machine,NxStage,DIA-284,NEPHROLOGY,1.0,LIFE_SUPPORT,High,NX38074,2022-08-07,2026-01-11,2026-06-12,GENERAL,10.40.20.76
D0171,Dialysis Machine,Fresenius,DIA-619,NEPHROLOGY,1.0,LIFE_SUPPORT,High,FR80748,2024-01-22,2025-12-13,2026-06-10,GENERAL,10.153.97.40
D0172,Dialysis Machine,Baxter,DIA-285,NEPHROLOGY,1.0,LIFE_SUPPORT,High,BA91885,2021-12-15,2026-02-26,2026-08-21,GENERAL,10.94.174.185
D0173,Dialysis Machine,Baxter,DIA-554,NEPHROLOGY,1.0,LIFE_SUPPORT,High,BA90031,2022-12-26,2025-11-15,2026-07-06,GENERAL,10.137.62.80
D0174,Dialysis Machine,B.Braun,DIA-955,GENERAL_WARD,1.0,LIFE_SUPPORT,High,B.35430,2022-11-19,2025-11-17,2026-09-03,GENERAL,10.197.73.200
D0175,Dialysis Machine,B.Braun,DIA-614,GENERAL_WARD,1.0,LIFE_SUPPORT,High,B.79135,2023-03-27,2026-01-17,2026-06-12,GENERAL,10.224.65.14
D0176,Dialysis Machine,B.Braun,DIA-995,GENERAL_WARD,1.0,LIFE_SUPPORT,High,B.58655,2024-02-23,2025-10-28,2026-06-08,GENERAL,10.73.22.196
D0177,Dialysis Machine,Baxter,DIA-379,GENERAL_WARD,1.0,LIFE_SUPPORT,High,BA68893,2024-03-27,2025-11-18,2026-05-31,GENERAL,10.243.234.57
D0178,CT Scanner,Philips,CT -614,RADIOLOGY,1.2,DIAGNOSTIC,Medium,PH59015,2021-07-03,2025-12-04,2026-07-04,CLINICAL,10.8.82.239
D0179,CT Scanner,Siemens,CT -959,RADIOLOGY,1.2,DIAGNOSTIC,Medium,SI95191,2022-03-05,2026-02-28,2026-07-20,CLINICAL,10.235.213.121
D0180,CT Scanner,GE Healthcare,CT -877,RADIOLOGY,1.2,DIAGNOSTIC,Medium,GE71487,2023-10-01,2026-02-17,2026-05-12,CLINICAL,10.66.56.214
D0181,CT Scanner,GE Healthcare,CT -661,RADIOLOGY,1.2,DIAGNOSTIC,Medium,GE89807,2024-07-04,2025-12-26,2026-07-07,CLINICAL,10.78.32.13
D0182,CT Scanner,GE Healthcare,CT -529,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE93748,2024-08-03,2026-02-09,2026-09-12,CRITICAL_CARE,10.153.138.5
D0183,CT Scanner,GE Healthcare,CT -835,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE28818,2022-07-01,2025-12-09,2026-07-08,CRITICAL_CARE,10.147.107.48
D0184,MRI Scanner,Philips,MRI-169,RADIOLOGY,1.2,DIAGNOSTIC,Medium,PH78951,2024-09-26,2025-10-31,2026-09-26,CLINICAL,10.6.100.224
D0185,MRI Scanner,Canon,MRI-144,RADIOLOGY,1.2,DIAGNOSTIC,Medium,CA93318,2023-06-09,2026-03-05,2026-08-07,CLINICAL,10.202.18.89
D0186,MRI Scanner,GE Healthcare,MRI-850,RADIOLOGY,1.2,DIAGNOSTIC,Medium,GE96127,2020-10-24,2025-12-14,2026-06-11,CLINICAL,10.12.91.140
D0187,MRI Scanner,Philips,MRI-933,NEUROLOGY,1.1,DIAGNOSTIC,Medium,PH94252,2021-11-15,2025-11-07,2026-06-23,CLINICAL,10.208.35.17
D0188,Ultrasound,Canon,ULT-359,RADIOLOGY,1.2,DIAGNOSTIC,Medium,CA14799,2021-05-12,2026-02-25,2026-07-31,CLINICAL,10.70.32.205
D0189,Ultrasound,Siemens,ULT-547,RADIOLOGY,1.2,DIAGNOSTIC,Medium,SI62431,2023-07-11,2026-01-21,2026-09-12,CLINICAL,10.178.128.95
D0190,Ultrasound,Fujifilm,ULT-373,RADIOLOGY,1.2,DIAGNOSTIC,Medium,FU20828,2023-02-14,2026-01-22,2026-09-24,CLINICAL,10.76.83.27
D0191,Ultrasound,GE Healthcare,ULT-435,RADIOLOGY,1.2,DIAGNOSTIC,Medium,GE96628,2022-05-15,2025-11-20,2026-06-19,CLINICAL,10.177.114.90
D0192,Ultrasound,Canon,ULT-143,RADIOLOGY,1.2,DIAGNOSTIC,Medium,CA56210,2024-07-09,2026-02-23,2026-05-27,CLINICAL,10.172.164.104
D0193,Ultrasound,Siemens,ULT-625,EMERGENCY,1.3,DIAGNOSTIC,Medium,SI99051,2021-01-05,2025-11-17,2026-05-16,CRITICAL_CARE,10.33.18.61
D0194,Ultrasound,Siemens,ULT-470,EMERGENCY,1.3,DIAGNOSTIC,Medium,SI60181,2024-01-20,2026-01-29,2026-08-31,CRITICAL_CARE,10.243.95.96
D0195,Ultrasound,Canon,ULT-881,EMERGENCY,1.3,DIAGNOSTIC,Medium,CA20077,2024-03-17,2025-12-06,2026-08-17,CRITICAL_CARE,10.81.167.72
D0196,Ultrasound,Philips,ULT-216,EMERGENCY,1.3,DIAGNOSTIC,Medium,PH13396,2021-08-17,2025-11-30,2026-09-28,CRITICAL_CARE,10.31.68.199
D0197,Ultrasound,Siemens,ULT-820,EMERGENCY,1.3,DIAGNOSTIC,Medium,SI68493,2021-10-10,2025-11-04,2026-06-28,CRITICAL_CARE,10.32.35.219
D0198,Ultrasound,GE Healthcare,ULT-562,OBSTETRICS,1.0,DIAGNOSTIC,Medium,GE32630,2023-02-26,2025-12-18,2026-08-04,GENERAL,10.182.17.141
D0199,Ultrasound,Fujifilm,ULT-397,OBSTETRICS,1.0,DIAGNOSTIC,Medium,FU49315,2021-12-23,2026-01-24,2026-08-08,GENERAL,10.131.58.32
D0200,Ultrasound,Philips,ULT-911,OBSTETRICS,1.0,DIAGNOSTIC,Medium,PH28202,2021-08-01,2025-12-07,2026-09-26,GENERAL,10.147.95.120
D0201,Ultrasound,Fujifilm,ULT-232,OBSTETRICS,1.0,DIAGNOSTIC,Medium,FU90209,2020-02-10,2025-11-28,2026-09-07,GENERAL,10.135.106.197
D0202,Ultrasound,Canon,ULT-943,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,CA85353,2020-03-11,2026-02-19,2026-08-31,CRITICAL_CARE,10.120.175.133
D0203,Ultrasound,Siemens,ULT-231,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,SI82260,2024-03-25,2026-02-04,2026-08-26,CRITICAL_CARE,10.129.234.223
D0204,Ultrasound,GE Healthcare,ULT-951,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,GE26274,2024-03-10,2026-01-26,2026-06-18,CRITICAL_CARE,10.83.240.182
D0205,X-Ray System,Carestream,X-R-381,RADIOLOGY,1.2,DIAGNOSTIC,Medium,CA26406,2022-10-18,2026-02-14,2026-09-13,CLINICAL,10.165.44.152
D0206,X-Ray System,Carestream,X-R-257,RADIOLOGY,1.2,DIAGNOSTIC,Medium,CA32439,2024-12-20,2025-12-13,2026-09-29,CLINICAL,10.11.212.222
D0207,X-Ray System,Siemens,X-R-183,RADIOLOGY,1.2,DIAGNOSTIC,Medium,SI15958,2024-05-21,2026-01-15,2026-10-01,CLINICAL,10.107.159.164
D0208,X-Ray System,Siemens,X-R-609,EMERGENCY,1.3,DIAGNOSTIC,Medium,SI92203,2024-05-21,2025-12-22,2026-09-08,CRITICAL_CARE,10.63.207.207
D0209,X-Ray System,Canon,X-R-404,EMERGENCY,1.3,DIAGNOSTIC,Medium,CA69446,2020-12-02,2026-01-28,2026-08-28,CRITICAL_CARE,10.107.124.119
D0210,X-Ray System,GE Healthcare,X-R-448,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE89516,2021-06-28,2025-12-18,2026-08-04,CRITICAL_CARE,10.250.103.34
D0211,X-Ray System,Philips,X-R-627,EMERGENCY,1.3,DIAGNOSTIC,Medium,PH83616,2020-06-08,2025-11-10,2026-06-08,CRITICAL_CARE,10.69.116.64
D0212,X-Ray System,GE Healthcare,X-R-199,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE16632,2022-07-28,2025-11-22,2026-07-10,CRITICAL_CARE,10.247.222.231
D0213,X-Ray System,GE Healthcare,X-R-933,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,GE52917,2024-12-11,2026-01-20,2026-06-17,CRITICAL_CARE,10.128.255.132
D0214,X-Ray System,Canon,X-R-610,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,CA50441,2023-01-03,2025-11-29,2026-09-14,CRITICAL_CARE,10.118.248.62
D0215,X-Ray System,GE Healthcare,X-R-697,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,GE56254,2020-01-10,2025-11-03,2026-09-05,CRITICAL_CARE,10.74.138.3
D0216,PET-CT Scanner,Siemens,PET-370,RADIOLOGY,1.2,DIAGNOSTIC,Medium,SI57943,2023-06-02,2025-11-27,2026-05-21,CLINICAL,10.146.144.50
D0217,Linear Accelerator,Elekta,LIN-175,RADIOLOGY,1.2,THERAPEUTIC,Medium,EL60639,2024-08-25,2025-10-20,2026-07-18,CLINICAL,10.212.254.160
D0218,Linear Accelerator,Siemens,LIN-725,RADIOLOGY,1.2,THERAPEUTIC,Medium,SI25572,2021-02-13,2025-12-04,2026-08-02,CLINICAL,10.143.241.94
D0219,Anesthesia Machine,GE Healthcare,ANE-146,OPERATING_THEATRE,1.4,SURGICAL,High,GE15100,2021-12-11,2025-11-08,2026-09-17,CRITICAL_CARE,10.117.39.156
D0220,Anesthesia Machine,Draeger,ANE-435,OPERATING_THEATRE,1.4,SURGICAL,High,DR90356,2022-03-13,2025-12-23,2026-08-02,CRITICAL_CARE,10.130.213.131
D0221,Anesthesia Machine,Philips,ANE-825,OPERATING_THEATRE,1.4,SURGICAL,High,PH83783,2022-08-27,2026-03-05,2026-08-10,CRITICAL_CARE,10.85.173.29
D0222,Anesthesia Machine,Philips,ANE-697,OPERATING_THEATRE,1.4,SURGICAL,High,PH50327,2020-10-16,2026-01-01,2026-10-03,CRITICAL_CARE,10.148.59.185
D0223,Anesthesia Machine,GE Healthcare,ANE-697,OPERATING_THEATRE,1.4,SURGICAL,High,GE72973,2021-09-21,2025-12-02,2026-06-14,CRITICAL_CARE,10.211.175.63
D0224,Anesthesia Machine,GE Healthcare,ANE-686,OPERATING_THEATRE,1.4,SURGICAL,High,GE24404,2021-01-15,2025-12-19,2026-08-23,CRITICAL_CARE,10.39.106.177
D0225,Anesthesia Machine,Draeger,ANE-520,CATH_LAB,1.3,SURGICAL,High,DR75774,2024-08-28,2026-02-22,2026-06-12,CRITICAL_CARE,10.133.54.144
D0226,Anesthesia Machine,Mindray,ANE-778,CATH_LAB,1.3,SURGICAL,High,MI72701,2024-07-11,2026-01-24,2026-09-02,CRITICAL_CARE,10.234.137.88
D0227,Anesthesia Machine,Mindray,ANE-792,CATH_LAB,1.3,SURGICAL,High,MI99226,2022-10-16,2026-01-19,2026-07-10,CRITICAL_CARE,10.72.143.77
D0228,Anesthesia Machine,Draeger,ANE-404,CATH_LAB,1.3,SURGICAL,High,DR47880,2021-12-23,2025-11-04,2026-07-28,CRITICAL_CARE,10.123.90.144
D0229,Anesthesia Machine,Mindray,ANE-394,CATH_LAB,1.3,SURGICAL,High,MI25974,2024-11-18,2025-12-02,2026-08-17,CRITICAL_CARE,10.210.89.245
D0230,Anesthesia Machine,Draeger,ANE-397,CATH_LAB,1.3,SURGICAL,High,DR15513,2022-12-03,2025-12-11,2026-08-29,CRITICAL_CARE,10.168.66.192
D0231,Endoscopy System,Fujifilm,END-240,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,FU24316,2024-12-19,2026-01-07,2026-07-09,CRITICAL_CARE,10.13.172.232
D0232,Endoscopy System,Pentax,END-753,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,PE40518,2020-02-14,2025-12-15,2026-09-05,CRITICAL_CARE,10.26.175.198
D0233,Endoscopy System,Pentax,END-105,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,PE82135,2021-07-21,2025-11-08,2026-09-07,CRITICAL_CARE,10.167.52.194
D0234,Endoscopy System,Fujifilm,END-428,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,FU47409,2020-02-21,2025-10-14,2026-07-06,CRITICAL_CARE,10.137.190.186
D0235,Endoscopy System,Olympus,END-279,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,OL64773,2021-01-27,2025-11-28,2026-09-11,CRITICAL_CARE,10.48.240.192
D0236,Endoscopy System,Fujifilm,END-997,GASTROENTEROLOGY,1.0,DIAGNOSTIC,Medium,FU14910,2020-05-19,2026-02-10,2026-08-01,GENERAL,10.73.117.254
D0237,Endoscopy System,Storz,END-237,GASTROENTEROLOGY,1.0,DIAGNOSTIC,Medium,ST76088,2023-05-07,2026-02-09,2026-07-31,GENERAL,10.42.188.118
D0238,Endoscopy System,Fujifilm,END-835,GASTROENTEROLOGY,1.0,DIAGNOSTIC,Medium,FU34405,2020-12-11,2025-12-24,2026-09-30,GENERAL,10.173.194.50
D0239,C-Arm,Ziehm,C-A-946,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,ZI66059,2024-06-03,2025-11-27,2026-06-01,CRITICAL_CARE,10.48.252.36
D0240,C-Arm,Ziehm,C-A-431,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,ZI42512,2020-05-13,2026-01-08,2026-08-30,CRITICAL_CARE,10.193.69.245
D0241,C-Arm,Philips,C-A-409,OPERATING_THEATRE,1.4,DIAGNOSTIC,Medium,PH86344,2024-01-09,2025-12-07,2026-07-07,CRITICAL_CARE,10.16.171.31
D0242,C-Arm,Ziehm,C-A-414,RADIOLOGY,1.2,DIAGNOSTIC,Medium,ZI30934,2023-11-17,2025-12-20,2026-06-07,CLINICAL,10.164.235.241
D0243,ECG Machine,Nihon Kohden,ECG-525,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,NI81989,2023-09-26,2026-01-13,2026-07-10,CRITICAL_CARE,10.175.194.153
D0244,ECG Machine,GE Healthcare,ECG-638,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,GE68556,2024-12-12,2026-02-18,2026-09-29,CRITICAL_CARE,10.29.16.213
D0245,ECG Machine,Philips,ECG-686,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,PH80341,2021-03-11,2025-10-27,2026-08-29,CRITICAL_CARE,10.30.175.53
D0246,ECG Machine,Schiller,ECG-193,CARDIOLOGY,1.2,DIAGNOSTIC,Medium,SC76895,2023-01-15,2026-02-04,2026-09-16,CRITICAL_CARE,10.107.117.145
D0247,ECG Machine,GE Healthcare,ECG-672,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE70604,2022-12-01,2025-11-28,2026-07-12,CRITICAL_CARE,10.210.1.191
D0248,ECG Machine,Philips,ECG-692,EMERGENCY,1.3,DIAGNOSTIC,Medium,PH19572,2020-07-12,2026-02-21,2026-09-23,CRITICAL_CARE,10.255.16.240
D0249,ECG Machine,GE Healthcare,ECG-583,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE14159,2022-07-06,2026-02-03,2026-08-23,CRITICAL_CARE,10.96.255.229
D0250,ECG Machine,Schiller,ECG-559,EMERGENCY,1.3,DIAGNOSTIC,Medium,SC59479,2023-02-22,2025-10-22,2026-06-11,CRITICAL_CARE,10.168.221.90
D0251,ECG Machine,GE Healthcare,ECG-282,EMERGENCY,1.3,DIAGNOSTIC,Medium,GE80419,2023-09-05,2026-01-11,2026-05-08,CRITICAL_CARE,10.194.6.251
D0252,ECG Machine,Nihon Kohden,ECG-574,GENERAL_WARD,1.0,DIAGNOSTIC,Medium,NI98276,2024-07-18,2025-12-02,2026-07-05,GENERAL,10.64.118.89
D0253,ECG Machine,Philips,ECG-382,GENERAL_WARD,1.0,DIAGNOSTIC,Medium,PH34704,2020-01-26,2025-11-22,2026-05-12,GENERAL,10.62.53.18
D0254,ECG Machine,GE Healthcare,ECG-708,GENERAL_WARD,1.0,DIAGNOSTIC,Medium,GE14400,2023-10-22,2026-02-25,2026-07-09,GENERAL,10.190.12.103
D0255,Pacemaker Programmer,Boston Scientific,PAC-615,CARDIOLOGY,1.2,CRITICAL_CARE,High,BO47914,2021-12-19,2025-12-18,2026-10-02,CRITICAL_CARE,10.154.198.173
D0256,Pacemaker Programmer,Abbott,PAC-342,CARDIOLOGY,1.2,CRITICAL_CARE,High,AB49552,2021-11-17,2026-01-12,2026-08-21,CRITICAL_CARE,10.77.71.16
D0257,Pacemaker Programmer,Boston Scientific,PAC-741,CATH_LAB,1.3,CRITICAL_CARE,High,BO98965,2023-09-16,2026-02-25,2026-08-04,CRITICAL_CARE,10.242.165.172
D0258,Pacemaker Programmer,Biotronik,PAC-904,CATH_LAB,1.3,CRITICAL_CARE,High,BI78742,2022-12-14,2025-11-25,2026-06-15,CRITICAL_CARE,10.77.97.48
D0259,Pacemaker Programmer,Biotronik,PAC-346,CATH_LAB,1.3,CRITICAL_CARE,High,BI39536,2022-12-05,2025-11-11,2026-05-22,CRITICAL_CARE,10.144.106.248
D0260,Pacemaker Programmer,Biotronik,PAC-670,CATH_LAB,1.3,CRITICAL_CARE,High,BI79467,2021-07-08,2026-01-03,2026-06-29,CRITICAL_CARE,10.85.166.21
D0261,Fetal Monitor,GE Healthcare,FET-152,OBSTETRICS,1.0,MONITORING,Medium,GE45187,2023-11-20,2026-02-27,2026-05-26,GENERAL,10.49.206.195
D0262,Fetal Monitor,GE Healthcare,FET-590,OBSTETRICS,1.0,MONITORING,Medium,GE37379,2022-05-01,2026-01-14,2026-06-25,GENERAL,10.247.190.31
D0263,Fetal Monitor,Mindray,FET-348,OBSTETRICS,1.0,MONITORING,Medium,MI89220,2021-07-08,2025-10-19,2026-07-29,GENERAL,10.199.73.98
D0264,Fetal Monitor,Mindray,FET-646,OBSTETRICS,1.0,MONITORING,Medium,MI95029,2022-05-09,2025-12-07,2026-09-16,GENERAL,10.226.128.120
D0265,Fetal Monitor,Philips,FET-922,OBSTETRICS,1.0,MONITORING,Medium,PH71537,2022-04-12,2025-12-19,2026-08-21,GENERAL,10.12.145.222
D0266,Fetal Monitor,GE Healthcare,FET-859,PEDIATRICS,1.2,MONITORING,Medium,GE29126,2020-05-18,2025-10-11,2026-10-03,CLINICAL,10.185.107.76
D0267,Fetal Monitor,GE Healthcare,FET-300,PEDIATRICS,1.2,MONITORING,Medium,GE53236,2021-07-19,2026-01-06,2026-09-12,CLINICAL,10.141.168.242
D0268,Fetal Monitor,Hill-Rom,FET-363,PEDIATRICS,1.2,MONITORING,Medium,HI74044,2023-08-06,2025-12-09,2026-06-20,CLINICAL,10.36.185.140
D0269,Laboratory Analyzer,Roche,LAB-323,LABORATORY,1.0,DIAGNOSTIC,Medium,RO76287,2023-06-02,2025-11-06,2026-09-09,CLINICAL,10.5.2.137
D0270,Laboratory Analyzer,Sysmex,LAB-521,LABORATORY,1.0,DIAGNOSTIC,Medium,SY11553,2020-09-24,2025-12-29,2026-09-22,CLINICAL,10.251.74.5
D0271,Laboratory Analyzer,Sysmex,LAB-932,LABORATORY,1.0,DIAGNOSTIC,Medium,SY98346,2023-03-04,2026-02-13,2026-09-19,CLINICAL,10.39.62.50
D0272,Laboratory Analyzer,Sysmex,LAB-639,LABORATORY,1.0,DIAGNOSTIC,Medium,SY43084,2022-05-26,2025-11-28,2026-05-28,CLINICAL,10.96.246.104
D0273,Laboratory Analyzer,Beckman Coulter,LAB-678,LABORATORY,1.0,DIAGNOSTIC,Medium,BE41877,2021-05-22,2026-02-17,2026-05-16,CLINICAL,10.24.104.98
D0274,Laboratory Analyzer,Beckman Coulter,LAB-665,LABORATORY,1.0,DIAGNOSTIC,Medium,BE72390,2020-11-01,2026-01-25,2026-05-29,CLINICAL,10.128.217.112
D0275,Laboratory Analyzer,Siemens,LAB-679,LABORATORY,1.0,DIAGNOSTIC,Medium,SI22499,2024-01-08,2026-01-14,2026-09-30,CLINICAL,10.122.70.12
D0276,Laboratory Analyzer,Roche,LAB-800,LABORATORY,1.0,DIAGNOSTIC,Medium,RO46749,2024-10-22,2026-03-01,2026-06-22,CLINICAL,10.238.218.81
D0277,Laboratory Analyzer,Roche,LAB-312,LABORATORY,1.0,DIAGNOSTIC,Medium,RO86943,2021-12-27,2025-11-28,2026-05-27,CLINICAL,10.77.42.145
D0278,Laboratory Analyzer,Abbott,LAB-680,LABORATORY,1.0,DIAGNOSTIC,Medium,AB61007,2024-06-13,2026-02-02,2026-05-28,CLINICAL,10.129.191.250
D0279,Laboratory Analyzer,Siemens,LAB-154,LABORATORY,1.0,DIAGNOSTIC,Medium,SI22803,2023-04-27,2026-02-18,2026-08-03,CLINICAL,10.155.197.158
D0280,Laboratory Analyzer,Sysmex,LAB-506,LABORATORY,1.0,DIAGNOSTIC,Medium,SY52778,2020-11-09,2025-11-14,2026-09-10,CLINICAL,10.59.92.142
D0281,Laboratory Analyzer,Beckman Coulter,LAB-542,LABORATORY,1.0,DIAGNOSTIC,Medium,BE34345,2024-11-13,2026-02-16,2026-07-22,CLINICAL,10.205.64.183
D0282,Laboratory Analyzer,Roche,LAB-184,LABORATORY,1.0,DIAGNOSTIC,Medium,RO45123,2021-07-23,2026-01-29,2026-08-15,CLINICAL,10.82.93.28
D0283,Laboratory Analyzer,Roche,LAB-105,LABORATORY,1.0,DIAGNOSTIC,Medium,RO50405,2023-06-25,2025-12-30,2026-06-03,CLINICAL,10.34.23.48
D0284,Laboratory Analyzer,Beckman Coulter,LAB-559,LABORATORY,1.0,DIAGNOSTIC,Medium,BE83005,2024-09-14,2026-02-11,2026-05-14,CLINICAL,10.23.91.142
D0285,Laboratory Analyzer,Roche,LAB-711,LABORATORY,1.0,DIAGNOSTIC,Medium,RO88386,2022-07-01,2025-12-25,2026-08-21,CLINICAL,10.100.200.22
D0286,Laboratory Analyzer,Sysmex,LAB-348,LABORATORY,1.0,DIAGNOSTIC,Medium,SY84967,2024-03-22,2025-12-02,2026-06-20,CLINICAL,10.36.69.78
D0287,Laboratory Analyzer,Siemens,LAB-604,LABORATORY,1.0,DIAGNOSTIC,Medium,SI29127,2020-03-14,2025-12-29,2026-08-23,CLINICAL,10.77.124.201
D0288,Laboratory Analyzer,Roche,LAB-469,LABORATORY,1.0,DIAGNOSTIC,Medium,RO42990,2021-12-21,2025-11-03,2026-06-27,CLINICAL,10.118.28.35
D0289,Laboratory Analyzer,Siemens,LAB-106,LABORATORY,1.0,DIAGNOSTIC,Medium,SI61864,2022-10-13,2025-12-15,2026-08-28,CLINICAL,10.86.111.209
D0290,Laboratory Analyzer,Sysmex,LAB-239,LABORATORY,1.0,DIAGNOSTIC,Medium,SY49378,2022-10-23,2026-01-17,2026-09-07,CLINICAL,10.81.46.247
D0291,Laboratory Analyzer,Beckman Coulter,LAB-426,LABORATORY,1.0,DIAGNOSTIC,Medium,BE48200,2023-10-26,2026-01-06,2026-07-30,CLINICAL,10.97.72.210
D0292,Laboratory Analyzer,Beckman Coulter,LAB-473,LABORATORY,1.0,DIAGNOSTIC,Medium,BE24927,2024-04-19,2025-10-21,2026-06-23,CLINICAL,10.175.197.141
D0293,Laboratory Analyzer,Roche,LAB-844,LABORATORY,1.0,DIAGNOSTIC,Medium,RO70505,2021-08-26,2025-12-25,2026-05-25,CLINICAL,10.210.218.204
D0294,Laboratory Analyzer,Beckman Coulter,LAB-789,LABORATORY,1.0,DIAGNOSTIC,Medium,BE75444,2021-11-10,2026-01-07,2026-07-11,CLINICAL,10.169.40.184
D0295,Laboratory Analyzer,Beckman Coulter,LAB-908,LABORATORY,1.0,DIAGNOSTIC,Medium,BE59412,2020-08-20,2025-11-07,2026-10-04,CLINICAL,10.103.137.130
D0296,Laboratory Analyzer,Beckman Coulter,LAB-656,LABORATORY,1.0,DIAGNOSTIC,Medium,BE14818,2022-12-26,2025-10-23,2026-05-29,CLINICAL,10.28.197.64
D0297,Laboratory Analyzer,Siemens,LAB-270,LABORATORY,1.0,DIAGNOSTIC,Medium,SI94803,2024-01-19,2025-11-27,2026-07-31,CLINICAL,10.248.204.111
D0298,Laboratory Analyzer,Roche,LAB-110,LABORATORY,1.0,DIAGNOSTIC,Medium,RO22924,2022-04-17,2025-10-28,2026-09-27,CLINICAL,10.149.177.148
D0299,Blood Gas Analyzer,Radiometer,BLO-574,LABORATORY,1.0,DIAGNOSTIC,Medium,RA99070,2024-12-17,2026-01-30,2026-08-04,CLINICAL,10.7.124.27
D0300,Blood Gas Analyzer,Siemens,BLO-525,LABORATORY,1.0,DIAGNOSTIC,Medium,SI21253,2020-12-05,2025-12-10,2026-07-26,CLINICAL,10.88.117.201
D0301,Blood Gas Analyzer,Abbott,BLO-633,EMERGENCY,1.3,DIAGNOSTIC,Medium,AB73298,2022-08-04,2025-11-17,2026-08-31,CRITICAL_CARE,10.82.18.77
D0302,Blood Gas Analyzer,Roche,BLO-929,EMERGENCY,1.3,DIAGNOSTIC,Medium,RO25084,2020-06-21,2026-02-10,2026-06-19,CRITICAL_CARE,10.239.252.190
